460	Vascular	0	0	27	27	30	30
1435	Vascular	94	94	150	150	148	148	
1435	Vascular	94	94	150	150	149	149	
1435	Vascular	94	94	150	150	150	150	
1435	Vascular	94	94	150	150	151	151	
313	Vascular	94	94	151	151	30	30	
313	Vascular	94	94	151	151	31	31	
313	Vascular	94	94	151	151	33	33	
877	Vascular	94	94	151	151	88	88	
874	Vascular	94	94	151	151	89	89	
874	Vascular	94	94	151	151	90	90	
874	Vascular	94	94	151	151	91	91	
1435	Vascular	94	94	151	151	149	149	
1435	Vascular	94	94	151	151	150	150	
1435	Vascular	94	94	151	151	151	151	
874	Vascular	94	94	152	152	90	90	
1435	Vascular	94	94	152	152	149	149	
877	Vascular	94	94	153	153	87	87	
864	Vascular	94	94	167	167	90	90	
314	Vascular	95	95	28	28	29	29	
314	Vascular	95	95	28	28	30	30	
314	Vascular	95	95	28	28	31	31	
1436	Vascular	95	95	28	28	148	148	
1436	Vascular	95	95	28	28	149	149	
1433	Vascular	95	95	28	28	152	152	
311	Vascular	95	95	29	29	29	29	
311	Vascular	95	95	29	29	30	30	
311	Vascular	95	95	29	29	31	31	
872	Vascular	95	95	29	29	89	89	
875	Vascular	95	95	29	29	90	90	
872	Vascular	95	95	29	29	91	91	
872	Vascular	95	95	29	29	92	92	
1436	Vascular	95	95	29	29	148	148	
1433	Vascular	95	95	29	29	149	149	
1433	Vascular	95	95	29	29	150	150	
1433	Vascular	95	95	29	29	151	151	
311	Vascular	95	95	30	30	28	28	
314	Vascular	95	95	30	30	29	29	
311	Vascular	95	95	30	30	30	30	
311	Vascular	95	95	30	30	31	31	
875	Vascular	95	95	30	30	89	89	
872	Vascular	95	95	30	30	90	90	
872	Vascular	95	95	30	30	91	91	
872	Vascular	95	95	30	30	93	93	
1436	Vascular	95	95	30	30	149	149	
1433	Vascular	95	95	30	30	150	150	
1433	Vascular	95	95	30	30	151	151	
311	Vascular	95	95	31	31	29	29	
314	Vascular	95	95	31	31	30	30	
311	Vascular	95	95	31	31	31	31	
311	Vascular	95	95	31	31	32	32	
872	Vascular	95	95	31	31	89	89	
872	Vascular	95	95	31	31	91	91	
1436	Vascular	95	95	31	31	148	148	
1433	Vascular	95	95	31	31	149	149	
1433	Vascular	95	95	31	31	150	150	
1433	Vascular	95	95	31	31	151	151	
311	Vascular	95	95	32	32	30	30	
1433	Vascular	95	95	32	32	151	151	
1433	Vascular	95	95	33	33	151	151	
1437	Vascular	95	95	87	87	149	149	
315	Vascular	95	95	88	88	29	29	
873	Vascular	95	95	88	88	91	91	
1434	Vascular	95	95	88	88	150	150	
312	Vascular	95	95	89	89	28	28	
312	Vascular	95	95	89	89	29	29	
312	Vascular	95	95	89	89	30	30	
315	Vascular	95	95	89	89	31	31	
873	Vascular	95	95	89	89	89	89	
873	Vascular	95	95	89	89	90	90	
873	Vascular	95	95	89	89	91	91	
1434	Vascular	95	95	89	89	149	149	
1434	Vascular	95	95	89	89	150	150	
1434	Vascular	95	95	89	89	151	151	
1434	Vascular	95	95	89	89	152	152	
315	Vascular	95	95	90	90	30	30	
312	Vascular	95	95	90	90	31	31	
873	Vascular	95	95	90	90	88	88	
873	Vascular	95	95	90	90	89	89	
873	Vascular	95	95	90	90	90	90	
873	Vascular	95	95	90	90	91	91	
1434	Vascular	95	95	90	90	147	147	
1437	Vascular	95	95	90	90	148	148	
1434	Vascular	95	95	90	90	149	149	
1434	Vascular	95	95	90	90	150	150	
1437	Vascular	95	95	90	90	151	151	
315	Vascular	95	95	91	91	28	28	
312	Vascular	95	95	91	91	29	29	
312	Vascular	95	95	91	91	30	30	
315	Vascular	95	95	91	91	31	31	
873	Vascular	95	95	91	91	89	89	
873	Vascular	95	95	91	91	90	90	
873	Vascular	95	95	91	91	91	91	
1434	Vascular	95	95	91	91	149	149	
1434	Vascular	95	95	91	91	150	150	
1434	Vascular	95	95	91	91	151	151	
315	Vascular	95	95	92	92	29	29	
312	Vascular	95	95	92	92	30	30	
873	Vascular	95	95	92	92	92	92	
312	Vascular	95	95	93	93	30	30	
312	Vascular	95	95	93	93	31	31	
1435	Vascular	95	95	148	148	150	150	
1438	Vascular	95	95	148	148	151	151	
313	Vascular	95	95	149	149	29	29	
313	Vascular	95	95	149	149	30	30	
313	Vascular	95	95	149	149	31	31	
316	Vascular	95	95	149	149	32	32	
874	Vascular	95	95	149	149	89	89	
877	Vascular	95	95	149	149	90	90	
874	Vascular	95	95	149	149	91	91	
1438	Vascular	95	95	149	149	149	149	
1435	Vascular	95	95	149	149	150	150	
1438	Vascular	95	95	149	149	151	151	
313	Vascular	95	95	150	150	29	29	
313	Vascular	95	95	150	150	30	30	
316	Vascular	95	95	150	150	31	31	
874	Vascular	95	95	150	150	89	89	
874	Vascular	95	95	150	150	90	90	
874	Vascular	95	95	150	150	92	92	
1435	Vascular	95	95	150	150	149	149	
1435	Vascular	95	95	150	150	150	150	
1435	Vascular	95	95	150	150	151	151	
313	Vascular	95	95	151	151	29	29	
313	Vascular	95	95	151	151	30	30	
313	Vascular	95	95	151	151	31	31	
874	Vascular	95	95	151	151	89	89	
874	Vascular	95	95	151	151	91	91	
1435	Vascular	95	95	151	151	149	149	
1438	Vascular	95	95	151	151	150	150	
1435	Vascular	95	95	151	151	151	151	
313	Vascular	95	95	152	152	31	31	
313	Vascular	95	95	152	152	32	32	
877	Vascular	95	95	152	152	88	88	
1435	Vascular	95	95	152	152	147	147	
1435	Vascular	95	95	152	152	148	148	
313	Vascular	95	95	153	153	30	30	
1435	Vascular	95	95	153	153	148	148	
1438	Vascular	95	95	153	153	149	149	
314	Vascular	96	96	27	27	30	30	
314	Vascular	96	96	28	28	29	29	
314	Vascular	96	96	28	28	30	30	
311	Vascular	96	96	28	28	31	31	
1436	Vascular	96	96	28	28	150	150	
311	Vascular	96	96	29	29	28	28	
314	Vascular	96	96	29	29	29	29	
314	Vascular	96	96	29	29	30	30	
311	Vascular	96	96	29	29	31	31	
875	Vascular	96	96	29	29	89	89	
875	Vascular	96	96	29	29	90	90	
875	Vascular	96	96	29	29	91	91	
872	Vascular	96	96	29	29	92	92	
1436	Vascular	96	96	29	29	149	149	
1436	Vascular	96	96	29	29	150	150	
1436	Vascular	96	96	29	29	151	151	
314	Vascular	96	96	30	30	29	29	
311	Vascular	96	96	30	30	30	30	
314	Vascular	96	96	30	30	31	31	
875	Vascular	96	96	30	30	88	88	
875	Vascular	96	96	30	30	89	89	
875	Vascular	96	96	30	30	90	90	
872	Vascular	96	96	30	30	91	91	
1436	Vascular	96	96	30	30	148	148	
1436	Vascular	96	96	30	30	149	149	
1436	Vascular	96	96	30	30	150	150	
1433	Vascular	96	96	30	30	151	151	
314	Vascular	96	96	31	31	29	29	
314	Vascular	96	96	31	31	30	30	
311	Vascular	96	96	31	31	31	31	
314	Vascular	96	96	31	31	32	32	
875	Vascular	96	96	31	31	89	89	
875	Vascular	96	96	31	31	90	90	
875	Vascular	96	96	31	31	91	91	
875	Vascular	96	96	31	31	92	92	
1436	Vascular	96	96	31	31	149	149	
1433	Vascular	96	96	31	31	150	150	
1436	Vascular	96	96	31	31	151	151	
314	Vascular	96	96	32	32	30	30	
875	Vascular	96	96	32	32	89	89	
1433	Vascular	96	96	32	32	150	150	
1433	Vascular	96	96	32	32	151	151	
314	Vascular	96	96	33	33	30	30	
876	Vascular	96	96	88	88	86	86	
876	Vascular	96	96	88	88	87	87	
876	Vascular	96	96	88	88	88	88	
876	Vascular	96	96	88	88	90	90	
873	Vascular	96	96	88	88	91	91	
1434	Vascular	96	96	88	88	149	149	
1437	Vascular	96	96	88	88	150	150	
315	Vascular	96	96	89	89	29	29	
315	Vascular	96	96	89	89	30	30	
312	Vascular	96	96	89	89	31	31	
876	Vascular	96	96	89	89	89	89	
873	Vascular	96	96	89	89	90	90	
876	Vascular	96	96	89	89	91	91	
1437	Vascular	96	96	89	89	148	148	
1434	Vascular	96	96	89	89	149	149	
1437	Vascular	96	96	89	89	150	150	
1437	Vascular	96	96	89	89	151	151	
1437	Vascular	96	96	89	89	152	152	
312	Vascular	96	96	90	90	28	28	
315	Vascular	96	96	90	90	29	29	
315	Vascular	96	96	90	90	30	30	
315	Vascular	96	96	90	90	31	31	
876	Vascular	96	96	90	90	90	90	
876	Vascular	96	96	90	90	91	91	
1437	Vascular	96	96	90	90	149	149	
1434	Vascular	96	96	90	90	150	150	
1434	Vascular	96	96	90	90	151	151	
1437	Vascular	96	96	90	90	152	152	
315	Vascular	96	96	91	91	29	29	
315	Vascular	96	96	91	91	30	30	
315	Vascular	96	96	91	91	31	31	
876	Vascular	96	96	91	91	89	89	
876	Vascular	96	96	91	91	90	90	
876	Vascular	96	96	91	91	91	91	
1434	Vascular	96	96	91	91	149	149	
1437	Vascular	96	96	91	91	150	150	
1437	Vascular	96	96	91	91	151	151	
1437	Vascular	96	96	91	91	152	152	
312	Vascular	96	96	92	92	28	28	
315	Vascular	96	96	92	92	29	29	
312	Vascular	96	96	92	92	31	31	
1434	Vascular	96	96	92	92	149	149	
1434	Vascular	96	96	92	92	150	150	
312	Vascular	96	96	93	93	27	27	
1438	Vascular	96	96	147	147	151	151	
877	Vascular	96	96	148	148	90	90	
877	Vascular	96	96	148	148	92	92	
1438	Vascular	96	96	148	148	148	148	
316	Vascular	96	96	149	149	29	29	
316	Vascular	96	96	149	149	30	30	
316	Vascular	96	96	149	149	31	31	
313	Vascular	96	96	149	149	32	32	
316	Vascular	96	96	149	149	33	33	
877	Vascular	96	96	149	149	89	89	
877	Vascular	96	96	149	149	90	90	
877	Vascular	96	96	149	149	91	91	
1435	Vascular	96	96	149	149	149	149	
1438	Vascular	96	96	149	149	150	150	
1438	Vascular	96	96	149	149	151	151	
313	Vascular	96	96	150	150	28	28	
316	Vascular	96	96	150	150	29	29	
316	Vascular	96	96	150	150	30	30	
316	Vascular	96	96	150	150	31	31	
316	Vascular	96	96	150	150	32	32	
877	Vascular	96	96	150	150	89	89	
877	Vascular	96	96	150	150	90	90	
877	Vascular	96	96	150	150	91	91	
1438	Vascular	96	96	150	150	149	149	
1438	Vascular	96	96	150	150	150	150	
1438	Vascular	96	96	150	150	151	151	
1438	Vascular	96	96	150	150	152	152	
316	Vascular	96	96	151	151	29	29	
316	Vascular	96	96	151	151	30	30	
316	Vascular	96	96	151	151	31	31	
316	Vascular	96	96	151	151	32	32	
877	Vascular	96	96	151	151	89	89	
877	Vascular	96	96	151	151	90	90	
877	Vascular	96	96	151	151	91	91	
1438	Vascular	96	96	151	151	149	149	
1438	Vascular	96	96	151	151	150	150	
1438	Vascular	96	96	151	151	151	151	
877	Vascular	96	96	152	152	91	91	
1438	Vascular	96	96	152	152	150	150	
314	Vascular	97	97	27	27	30	30	
314	Vascular	97	97	28	28	29	29	
1436	Vascular	97	97	28	28	149	149	
314	Vascular	97	97	29	29	29	29	
311	Vascular	97	97	29	29	30	30	
314	Vascular	97	97	29	29	31	31	
875	Vascular	97	97	29	29	88	88	
875	Vascular	97	97	29	29	89	89	
875	Vascular	97	97	29	29	91	91	
875	Vascular	97	97	29	29	92	92	
1436	Vascular	97	97	29	29	150	150	
1436	Vascular	97	97	29	29	151	151	
317	Vascular	97	97	30	30	29	29	
314	Vascular	97	97	30	30	30	30	
314	Vascular	97	97	30	30	31	31	
875	Vascular	97	97	30	30	89	89	
878	Vascular	97	97	30	30	90	90	
875	Vascular	97	97	30	30	91	91	
1436	Vascular	97	97	30	30	149	149	
1436	Vascular	97	97	30	30	150	150	
1436	Vascular	97	97	30	30	151	151	
314	Vascular	97	97	31	31	29	29	
314	Vascular	97	97	31	31	30	30	
314	Vascular	97	97	31	31	31	31	
878	Vascular	97	97	31	31	89	89	
875	Vascular	97	97	31	31	90	90	
875	Vascular	97	97	31	31	91	91	
875	Vascular	97	97	31	31	92	92	
1436	Vascular	97	97	31	31	149	149	
1436	Vascular	97	97	31	31	150	150	
1436	Vascular	97	97	31	31	151	151	
1436	Vascular	97	97	31	31	152	152	
314	Vascular	97	97	32	32	30	30	
875	Vascular	97	97	32	32	88	88	
875	Vascular	97	97	32	32	90	90	
1436	Vascular	97	97	32	32	152	152	
318	Vascular	97	97	87	87	30	30	
318	Vascular	97	97	87	87	31	31	
876	Vascular	97	97	87	87	85	85	
876	Vascular	97	97	88	88	91	91	
315	Vascular	97	97	89	89	30	30	
315	Vascular	97	97	89	89	31	31	
312	Vascular	97	97	89	89	32	32	
315	Vascular	97	97	89	89	33	33	
876	Vascular	97	97	89	89	89	89	
876	Vascular	97	97	89	89	90	90	
1437	Vascular	97	97	89	89	149	149	
1437	Vascular	97	97	89	89	150	150	
1440	Vascular	97	97	89	89	151	151	
312	Vascular	97	97	90	90	29	29	
315	Vascular	97	97	90	90	30	30	
315	Vascular	97	97	90	90	31	31	
315	Vascular	97	97	90	90	33	33	
876	Vascular	97	97	90	90	89	89	
876	Vascular	97	97	90	90	90	90	
876	Vascular	97	97	90	90	91	91	
1437	Vascular	97	97	90	90	149	149	
1437	Vascular	97	97	90	90	150	150	
1437	Vascular	97	97	90	90	151	151	
315	Vascular	97	97	91	91	29	29	
315	Vascular	97	97	91	91	30	30	
312	Vascular	97	97	91	91	31	31	
876	Vascular	97	97	91	91	89	89	
876	Vascular	97	97	91	91	90	90	
876	Vascular	97	97	91	91	91	91	
1437	Vascular	97	97	91	91	150	150	
1437	Vascular	97	97	91	91	153	153	
315	Vascular	97	97	92	92	30	30	
876	Vascular	97	97	92	92	92	92	
1437	Vascular	97	97	92	92	150	150	
1438	Vascular	97	97	148	148	150	150	
1438	Vascular	97	97	148	148	151	151	
316	Vascular	97	97	149	149	30	30	
316	Vascular	97	97	149	149	31	31	
316	Vascular	97	97	149	149	32	32	
877	Vascular	97	97	149	149	89	89	
877	Vascular	97	97	149	149	91	91	
1438	Vascular	97	97	149	149	149	149	
1438	Vascular	97	97	149	149	150	150	
316	Vascular	97	97	150	150	30	30	
313	Vascular	97	97	150	150	31	31	
877	Vascular	97	97	150	150	89	89	
877	Vascular	97	97	150	150	90	90	
877	Vascular	97	97	150	150	91	91	
877	Vascular	97	97	150	150	92	92	
1438	Vascular	97	97	150	150	148	148	
1438	Vascular	97	97	150	150	149	149	
1438	Vascular	97	97	150	150	150	150	
1438	Vascular	97	97	150	150	151	151	
316	Vascular	97	97	151	151	29	29	
316	Vascular	97	97	151	151	31	31	
316	Vascular	97	97	151	151	32	32	
880	Vascular	97	97	151	151	89	89	
877	Vascular	97	97	151	151	90	90	
877	Vascular	97	97	151	151	91	91	
1438	Vascular	97	97	151	151	148	148	
1438	Vascular	97	97	151	151	149	149	
1438	Vascular	97	97	151	151	150	150	
1438	Vascular	97	97	151	151	151	151	
1438	Vascular	97	97	151	151	152	152	
1438	Vascular	97	97	152	152	150	150	
1438	Vascular	97	97	152	152	152	152	
1439	Vascular	98	98	28	28	149	149	
314	Vascular	98	98	29	29	29	29	
317	Vascular	98	98	29	29	30	30	
314	Vascular	98	98	29	29	31	31	
314	Vascular	98	98	29	29	32	32	
875	Vascular	98	98	29	29	89	89	
875	Vascular	98	98	29	29	90	90	
875	Vascular	98	98	29	29	91	91	
1436	Vascular	98	98	29	29	149	149	
1436	Vascular	98	98	29	29	150	150	
1436	Vascular	98	98	29	29	151	151	
314	Vascular	98	98	30	30	29	29	
317	Vascular	98	98	30	30	30	30	
314	Vascular	98	98	30	30	31	31	
878	Vascular	98	98	30	30	88	88	
875	Vascular	98	98	30	30	89	89	
878	Vascular	98	98	30	30	90	90	
878	Vascular	98	98	30	30	91	91	
1439	Vascular	98	98	30	30	148	148	
1436	Vascular	98	98	30	30	149	149	
1436	Vascular	98	98	30	30	150	150	
1436	Vascular	98	98	30	30	151	151	
1436	Vascular	98	98	30	30	152	152	
314	Vascular	98	98	31	31	29	29	
314	Vascular	98	98	31	31	30	30	
314	Vascular	98	98	31	31	31	31	
875	Vascular	98	98	31	31	89	89	
875	Vascular	98	98	31	31	90	90	
875	Vascular	98	98	31	31	91	91	
1436	Vascular	98	98	31	31	149	149	
1436	Vascular	98	98	31	31	150	150	
1436	Vascular	98	98	31	31	151	151	
1439	Vascular	98	98	31	31	152	152	
314	Vascular	98	98	32	32	31	31	
875	Vascular	98	98	32	32	89	89	
878	Vascular	98	98	32	32	90	90	
875	Vascular	98	98	32	32	92	92	
1436	Vascular	98	98	32	32	151	151	
1436	Vascular	98	98	33	33	153	153	
876	Vascular	98	98	87	87	89	89	
876	Vascular	98	98	87	87	90	90	
315	Vascular	98	98	88	88	29	29	
318	Vascular	98	98	88	88	30	30	
879	Vascular	98	98	88	88	88	88	
876	Vascular	98	98	88	88	90	90	
879	Vascular	98	98	88	88	91	91	
318	Vascular	98	98	89	89	29	29	
315	Vascular	98	98	89	89	30	30	
318	Vascular	98	98	89	89	31	31	
315	Vascular	98	98	89	89	32	32	
315	Vascular	98	98	89	89	34	34	
879	Vascular	98	98	89	89	89	89	
876	Vascular	98	98	89	89	90	90	
876	Vascular	98	98	89	89	91	91	
879	Vascular	98	98	89	89	92	92	
1437	Vascular	98	98	89	89	149	149	
1437	Vascular	98	98	89	89	150	150	
1437	Vascular	98	98	89	89	151	151	
1440	Vascular	98	98	89	89	152	152	
1440	Vascular	98	98	89	89	153	153	
315	Vascular	98	98	90	90	29	29	
315	Vascular	98	98	90	90	30	30	
315	Vascular	98	98	90	90	31	31	
876	Vascular	98	98	90	90	89	89	
876	Vascular	98	98	90	90	90	90	
876	Vascular	98	98	90	90	91	91	
1437	Vascular	98	98	90	90	148	148	
1437	Vascular	98	98	90	90	150	150	
1440	Vascular	98	98	90	90	151	151	
1437	Vascular	98	98	90	90	152	152	
315	Vascular	98	98	91	91	29	29	
315	Vascular	98	98	91	91	30	30	
315	Vascular	98	98	91	91	31	31	
879	Vascular	98	98	91	91	89	89	
879	Vascular	98	98	91	91	90	90	
876	Vascular	98	98	91	91	91	91	
1437	Vascular	98	98	91	91	149	149	
1437	Vascular	98	98	91	91	150	150	
1437	Vascular	98	98	91	91	151	151	
315	Vascular	98	98	92	92	30	30	
315	Vascular	98	98	92	92	31	31	
876	Vascular	98	98	92	92	90	90	
1437	Vascular	98	98	92	92	150	150	
880	Vascular	98	98	146	146	90	90	
319	Vascular	98	98	148	148	30	30	
316	Vascular	98	98	148	148	31	31	
880	Vascular	98	98	148	148	89	89	
319	Vascular	98	98	149	149	29	29	
316	Vascular	98	98	149	149	30	30	
319	Vascular	98	98	149	149	31	31	
877	Vascular	98	98	149	149	89	89	
877	Vascular	98	98	149	149	90	90	
1438	Vascular	98	98	149	149	149	149	
1438	Vascular	98	98	149	149	150	150	
1438	Vascular	98	98	149	149	151	151	
319	Vascular	98	98	150	150	28	28	
316	Vascular	98	98	150	150	29	29	
316	Vascular	98	98	150	150	30	30	
319	Vascular	98	98	150	150	31	31	
316	Vascular	98	98	150	150	32	32	
880	Vascular	98	98	150	150	88	88	
880	Vascular	98	98	150	150	89	89	
880	Vascular	98	98	150	150	90	90	
877	Vascular	98	98	150	150	91	91	
1438	Vascular	98	98	150	150	149	149	
1438	Vascular	98	98	150	150	150	150	
1441	Vascular	98	98	150	150	151	151	
319	Vascular	98	98	151	151	28	28	
316	Vascular	98	98	151	151	29	29	
316	Vascular	98	98	151	151	30	30	
316	Vascular	98	98	151	151	31	31	
313	Vascular	98	98	151	151	32	32	
880	Vascular	98	98	151	151	87	87	
877	Vascular	98	98	151	151	89	89	
880	Vascular	98	98	151	151	90	90	
877	Vascular	98	98	151	151	91	91	
1441	Vascular	98	98	151	151	149	149	
1438	Vascular	98	98	151	151	150	150	
1438	Vascular	98	98	151	151	151	151	
316	Vascular	98	98	152	152	31	31	
877	Vascular	98	98	152	152	90	90	
877	Vascular	98	98	152	152	91	91	
319	Vascular	98	98	153	153	30	30	
319	Vascular	98	98	154	154	29	29	
1439	Vascular	99	99	27	27	148	148	
317	Vascular	99	99	28	28	29	29	
317	Vascular	99	99	28	28	30	30	
314	Vascular	99	99	28	28	32	32	
317	Vascular	99	99	29	29	28	28	
314	Vascular	99	99	29	29	29	29	
317	Vascular	99	99	29	29	30	30	
317	Vascular	99	99	29	29	31	31	
878	Vascular	99	99	29	29	89	89	
875	Vascular	99	99	29	29	90	90	
878	Vascular	99	99	29	29	91	91	
1439	Vascular	99	99	29	29	149	149	
1439	Vascular	99	99	29	29	150	150	
1439	Vascular	99	99	29	29	151	151	
320	Vascular	99	99	30	30	28	28	
317	Vascular	99	99	30	30	29	29	
314	Vascular	99	99	30	30	30	30	
317	Vascular	99	99	30	30	31	31	
317	Vascular	99	99	30	30	32	32	
878	Vascular	99	99	30	30	89	89	
878	Vascular	99	99	30	30	90	90	
875	Vascular	99	99	30	30	91	91	
1439	Vascular	99	99	30	30	149	149	
1436	Vascular	99	99	30	30	150	150	
1439	Vascular	99	99	30	30	151	151	
1439	Vascular	99	99	30	30	152	152	
317	Vascular	99	99	31	31	28	28	
317	Vascular	99	99	31	31	29	29	
317	Vascular	99	99	31	31	30	30	
317	Vascular	99	99	31	31	31	31	
878	Vascular	99	99	31	31	87	87	
878	Vascular	99	99	31	31	89	89	
878	Vascular	99	99	31	31	90	90	
878	Vascular	99	99	31	31	91	91	
1439	Vascular	99	99	31	31	149	149	
1439	Vascular	99	99	31	31	150	150	
1439	Vascular	99	99	31	31	151	151	
317	Vascular	99	99	32	32	28	28	
878	Vascular	99	99	32	32	89	89	
878	Vascular	99	99	32	32	90	90	
875	Vascular	99	99	32	32	92	92	
1439	Vascular	99	99	32	32	149	149	
1439	Vascular	99	99	33	33	148	148	
876	Vascular	99	99	86	86	89	89	
876	Vascular	99	99	88	88	89	89	
879	Vascular	99	99	88	88	91	91	
879	Vascular	99	99	88	88	92	92	
1440	Vascular	99	99	88	88	150	150	
318	Vascular	99	99	89	89	29	29	
318	Vascular	99	99	89	89	30	30	
318	Vascular	99	99	89	89	31	31	
318	Vascular	99	99	89	89	32	32	
879	Vascular	99	99	89	89	89	89	
879	Vascular	99	99	89	89	90	90	
879	Vascular	99	99	89	89	91	91	
876	Vascular	99	99	89	89	92	92	
1440	Vascular	99	99	89	89	149	149	
1440	Vascular	99	99	89	89	150	150	
1440	Vascular	99	99	89	89	151	151	
318	Vascular	99	99	90	90	29	29	
315	Vascular	99	99	90	90	30	30	
315	Vascular	99	99	90	90	31	31	
879	Vascular	99	99	90	90	89	89	
876	Vascular	99	99	90	90	90	90	
1440	Vascular	99	99	90	90	149	149	
1440	Vascular	99	99	90	90	150	150	
1440	Vascular	99	99	90	90	151	151	
315	Vascular	99	99	91	91	29	29	
318	Vascular	99	99	91	91	30	30	
318	Vascular	99	99	91	91	31	31	
879	Vascular	99	99	91	91	89	89	
879	Vascular	99	99	91	91	90	90	
879	Vascular	99	99	91	91	91	91	
1440	Vascular	99	99	91	91	149	149	
1440	Vascular	99	99	91	91	150	150	
1440	Vascular	99	99	91	91	151	151	
1440	Vascular	99	99	92	92	148	148	
1440	Vascular	99	99	92	92	149	149	
880	Vascular	99	99	147	147	90	90	
319	Vascular	99	99	148	148	29	29	
1441	Vascular	99	99	148	148	151	151	
319	Vascular	99	99	149	149	29	29	
316	Vascular	99	99	149	149	30	30	
319	Vascular	99	99	149	149	31	31	
880	Vascular	99	99	149	149	89	89	
880	Vascular	99	99	149	149	90	90	
877	Vascular	99	99	149	149	91	91	
880	Vascular	99	99	149	149	92	92	
1438	Vascular	99	99	149	149	148	148	
1441	Vascular	99	99	149	149	149	149	
1441	Vascular	99	99	149	149	150	150	
1441	Vascular	99	99	149	149	151	151	
319	Vascular	99	99	150	150	29	29	
319	Vascular	99	99	150	150	30	30	
313	Vascular	99	99	150	150	31	31	
877	Vascular	99	99	150	150	88	88	
880	Vascular	99	99	150	150	89	89	
877	Vascular	99	99	150	150	90	90	
880	Vascular	99	99	150	150	91	91	
1441	Vascular	99	99	150	150	149	149	
1441	Vascular	99	99	150	150	150	150	
1438	Vascular	99	99	150	150	151	151	
1438	Vascular	99	99	150	150	152	152	
319	Vascular	99	99	151	151	27	27	
319	Vascular	99	99	151	151	29	29	
316	Vascular	99	99	151	151	30	30	
319	Vascular	99	99	151	151	31	31	
880	Vascular	99	99	151	151	87	87	
880	Vascular	99	99	151	151	89	89	
880	Vascular	99	99	151	151	90	90	
877	Vascular	99	99	151	151	91	91	
1438	Vascular	99	99	151	151	148	148	
1441	Vascular	99	99	151	151	149	149	
1441	Vascular	99	99	151	151	150	150	
1441	Vascular	99	99	151	151	151	151	
319	Vascular	99	99	152	152	29	29	
880	Vascular	99	99	152	152	88	88	
1441	Vascular	99	99	152	152	149	149	
319	Vascular	99	99	153	153	30	30	
314	Vascular	100	100	27	27	33	33	
317	Vascular	100	100	29	29	29	29	
317	Vascular	100	100	29	29	30	30	
317	Vascular	100	100	29	29	31	31	
878	Vascular	100	100	29	29	88	88	
878	Vascular	100	100	29	29	89	89	
878	Vascular	100	100	29	29	90	90	
878	Vascular	100	100	29	29	91	91	
1439	Vascular	100	100	29	29	149	149	
1439	Vascular	100	100	29	29	150	150	
1439	Vascular	100	100	29	29	151	151	
1439	Vascular	100	100	29	29	152	152	
317	Vascular	100	100	30	30	28	28	
320	Vascular	100	100	30	30	29	29	
317	Vascular	100	100	30	30	30	30	
317	Vascular	100	100	30	30	31	31	
878	Vascular	100	100	30	30	87	87	
878	Vascular	100	100	30	30	88	88	
878	Vascular	100	100	30	30	89	89	
878	Vascular	100	100	30	30	90	90	
878	Vascular	100	100	30	30	91	91	
1439	Vascular	100	100	30	30	149	149	
1439	Vascular	100	100	30	30	150	150	
1439	Vascular	100	100	30	30	151	151	
1439	Vascular	100	100	30	30	152	152	
317	Vascular	100	100	31	31	29	29	
317	Vascular	100	100	31	31	30	30	
878	Vascular	100	100	31	31	88	88	
878	Vascular	100	100	31	31	89	89	
878	Vascular	100	100	31	31	90	90	
875	Vascular	100	100	31	31	92	92	
1439	Vascular	100	100	31	31	148	148	
1439	Vascular	100	100	31	31	149	149	
1439	Vascular	100	100	31	31	150	150	
1436	Vascular	100	100	31	31	151	151	
878	Vascular	100	100	32	32	88	88	
878	Vascular	100	100	32	32	91	91	
1442	Vascular	100	100	32	32	149	149	
1439	Vascular	100	100	34	34	149	149	
318	Vascular	100	100	88	88	29	29	
318	Vascular	100	100	88	88	30	30	
318	Vascular	100	100	88	88	33	33	
879	Vascular	100	100	88	88	90	90	
1440	Vascular	100	100	88	88	149	149	
1440	Vascular	100	100	88	88	151	151	
318	Vascular	100	100	89	89	30	30	
318	Vascular	100	100	89	89	31	31	
879	Vascular	100	100	89	89	89	89	
879	Vascular	100	100	89	89	91	91	
1440	Vascular	100	100	89	89	149	149	
1440	Vascular	100	100	89	89	150	150	
1440	Vascular	100	100	89	89	151	151	
318	Vascular	100	100	90	90	29	29	
318	Vascular	100	100	90	90	30	30	
318	Vascular	100	100	90	90	31	31	
879	Vascular	100	100	90	90	89	89	
879	Vascular	100	100	90	90	90	90	
879	Vascular	100	100	90	90	91	91	
879	Vascular	100	100	90	90	92	92	
1440	Vascular	100	100	90	90	148	148	
1440	Vascular	100	100	90	90	149	149	
1440	Vascular	100	100	90	90	150	150	
1440	Vascular	100	100	90	90	151	151	
1440	Vascular	100	100	90	90	152	152	
318	Vascular	100	100	91	91	29	29	
318	Vascular	100	100	91	91	30	30	
318	Vascular	100	100	91	91	32	32	
879	Vascular	100	100	91	91	88	88	
879	Vascular	100	100	91	91	90	90	
879	Vascular	100	100	91	91	91	91	
1440	Vascular	100	100	91	91	148	148	
1440	Vascular	100	100	91	91	150	150	
1440	Vascular	100	100	91	91	151	151	
318	Vascular	100	100	92	92	28	28	
318	Vascular	100	100	92	92	29	29	
315	Vascular	100	100	92	92	30	30	
318	Vascular	100	100	92	92	33	33	
879	Vascular	100	100	92	92	91	91	
1443	Vascular	100	100	92	92	148	148	
